"","YEAR","STATE","DISTRICT","CANDIDATE","PARTY","INCUMBENT","VOTES","PERCENT"
"9021",2012,"TN","7","Leonard D. (Lenny) Ladner","I",0,1261,0.0049
"9022",2012,"NC","3","Erik Anderson","D",0,114314,0.3689
"9024",2012,"NV","1","Dina Titus","D",0,113967,0.6357
"9025",2012,"NY","21","William L. Owens","D",1,117856,0.4667
"9026",2012,"TX","1","Louie Gohmert","R",1,178322,0.7143
"9028",2012,"OH","8","James J., Jr. Condit","I",0,62,3e-04
"9032",2012,"OK","2","Michael G. Fulks","I",0,10830,0.0432
"9034",2012,"OK","3","Frank D. Lucas","R",1,201744,0.7528
"9035",2012,"NJ","3","Jon Runyan","R",1,174257,0.5372
"9036",2012,"MN","4","Amber Garlan","I",0,10,0
"9039",2012,"MT","S","Denny Rehberg","R",0,218051,0.4486
"9040",2012,"MI","3","Steven Butler","R",0,2,0
"9042",2012,"WI","S","Diane Lorbiecki","I",0,43,0
"9043",2012,"UT","4","Jim Matheson","D",1,119803,0.4884
"9045",2012,"MI","11","Daniel Johnson","I",0,3251,0.0091
"9047",2012,"OK","2","Rob Wallace","D",0,96081,0.3834
"9048",2012,"FL","9","Todd Long","R",0,98856,0.3748
"9049",2012,"TX","16","Beto O'Rourke","D",0,101403,0.6542
"9050",2012,"TX","34","Filemon Vela","D",0,89606,0.6189
"9053",2012,"LA","1","""Steve"" Scalise","R",1,193496,0.6663
"9054",2012,"NY","5","Catherine Wark","I",0,1345,0.0072
"9056",2012,"AZ","3","Gabriela Saucedo Mercer","R",0,62663,0.3715
"9057",2012,"NY","22","Dan Lamb","D",0,102080,0.3913
"9058",2012,"UT","2","Charles E. Kimball","I",0,2824,0.0114
"9059",2012,"TN","S","Martin Pleasant","D",0,38472,0.0166
"9060",2012,"NJ","5","Patricia Alessandrini","D",0,6772,0.0222
"9062",2012,"OK","3","Timothy Ray Murray","D",0,53472,0.1995
"9063",2012,"OH","9","Sean P. Stipe","I",0,11725,0.0393
"9064",2012,"TX","35","Lloyd Doggett","D",1,105626,0.6395
"9065",2012,"OH","6","Charlie Wilson","D",0,144444,0.4675
"9066",2012,"PA","3","Missa Eaton","D",0,123933,0.4097
"9068",2012,"MN","1","Allen Quist","R",0,142164,0.4233
"9070",2012,"FL","8","Shannon Roberts","D",0,130870,0.3751
"9071",2012,"MI","4","Dave Camp","R",1,197386,0.6307
"9072",2012,"PA","1","Robert A. Brady","D",1,235394,0.8495
"9079",2012,"AL","6","Penny ""Colonel"" Bailey","D",0,88267,0.2865
"9081",2012,"NJ","10","Donald M., Jr. Payne","D",0,201435,0.8756
"9083",2012,"NJ","7","Patrick McKnight","I",0,4081,0.0133
"9085",2012,"TX","4","Ralph M. Hall","R",1,182679,0.7297
"9087",2012,"CT","S","Christopher S. Murphy","D",0,792983,0.5245
"9088",2012,"IA","1","George Todd, II Krail","I",0,931,0.0024
"9090",2012,"MS","3","Gregg Harper","R",1,234717,0.8002
"9093",2012,"NY","17","Nita M. Lowey","D",1,161624,0.6071
"9097",2012,"NJ","2","Frank, Jr. Faralli","R",0,892,0.0031
"9099",2012,"OH","2","Brad Wenstrup","R",0,194299,0.5863
"9101",2012,"NJ","9","Jeanette Woolsey","R",0,1082,0.0049
"9102",2012,"FL","2","Steve Southerland","R",1,175856,0.527
"9103",2012,"OR","4","Chuck Huntting","I",0,6205,0.0172
"9105",2012,"OH","S","Sherrod Brown","D",1,2762766,0.507
"9106",2012,"IL","2","Jesse L., Jr. Jackson","D",1,188303,0.6325
"9109",2012,"TX","26","Mark Boler","I",0,7844,0.0303
"9112",2012,"TX","5","Ken Ashby","I",0,4961,0.0238
"9113",2012,"VA","8","Janet Murphy","I",0,5985,0.017
"9114",2012,"TN","2","Troy Christopher Goodale","D",0,54522,0.2061
"9119",2012,"LA","2","Dwayne Bailey","R",0,38801,0.135
"9123",2012,"PA","4","Wayne W. Wolf","I",0,11524,0.0379
"9124",2012,"FL","26","Angel Fernandez","I",0,5726,0.0226
"9125",2012,"GA","8","Austin Scott","R",1,197789,1
"9126",2012,"AZ","8","Stephen Dolgos","I",0,4347,0.0159
"9127",2012,"WI","S","Tammy Baldwin","D",0,1547104,0.5141
"9128",2012,"AR","4","Tom Cotton","R",0,154149,0.5953
"9129",2012,"WI","1","Rob Zerban","D",0,158414,0.4339
"9136",2012,"MI","8","Lance Enderle","D",0,128657,0.3729
"9142",2012,"TN","1","Phil Roe","R",1,182252,0.7604
"9144",2012,"TX","22","Kesha Rogers","D",0,80203,0.3196
"9145",2012,"NV","3","Tom Jones","I",0,5600,0.0205
"9147",2012,"FL","21","Ted Deutch","D",1,221263,0.778
"9148",2012,"NC","10","Patsy Keever","D",0,144023,0.4301
"9150",2012,"WI","S","Tommy G. Thompson","R",0,1380126,0.4586
"9151",2012,"GA","11","Allan Levene","I",0,30,1e-04
"9152",2012,"TN","5","Jim Cooper","D",1,171621,0.6523
"9153",2012,"TX","30","Ed Rankin","I",0,4733,0.0218
"9154",2012,"NY","1","Timothy H. Bishop","D",1,135118,0.4849
"9155",2012,"NJ","S","Daryl Mikell Brooks","I",0,2075,6e-04
"9159",2012,"IL","7","Phil Collins","I",0,5,0
"9160",2012,"OH","13","Marisha G. Agana","R",0,88120,0.2723
"9161",2012,"CO","5","Dave Anderson","I",0,53318,0.1735
"9164",2012,"GA","9","Jody Cooley","D",0,60052,0.2382
"9165",2012,"KY","5","Kenneth S. Stepp","D",0,55447,0.221
"9166",2012,"TN","S","Gary Gene Davis","D",0,18,0
"9167",2012,"TX","15","Ron Finch","I",0,3309,0.0226
"9170",2012,"MO","8","Jack Rushin","D",0,73755,0.2455
"9171",2012,"ID","2","Jack Wayne Chappell","D",0,235,7e-04
"9173",2012,"WY","0","Don Wills","I",0,3775,0.0156
"9174",2012,"OH","7","Bob Gibbs","R",1,178104,0.564
"9175",2012,"SC","1","Tim Scott","R",1,179908,0.6203
"9176",2012,"CT","4","Jim Himes","D",1,167320,0.5702
"9178",2012,"DE","S","Richard Thomas Ruzicka","I",0,1,0
"9182",2012,"TX","16","Barbara Carrasco","R",0,51043,0.3293
"9183",2012,"MS","4","Matt Moore","D",0,82344,0.2885
"9185",2012,"UT","S","Scott Howell","D",0,301873,0.2998
"9187",2012,"MI","9","Julia Williams","D",0,4708,0.014
"9188",2012,"PA","7","Patrick L. Meehan","R",1,209942,0.594
"9190",2012,"DE","S","Kevin Wade","R",0,115700,0.2895
"9191",2012,"MD","6","Nickolaus Mueller","I",0,9916,0.032
"9192",2012,"TX","36","Max Martin","D",0,62143,0.2658
"9194",2012,"CA","2","Daniel W. Roberts","R",0,91310,0.2876
"9196",2012,"CT","5","John Pistone","I",0,12,0
"9198",2012,"WA","3","Jon T. Haugen","D",0,116438,0.3962
"9199",2012,"GA","3","David Ferguson","I",0,105,5e-04
"9203",2012,"CA","40","David Sanchez","D",0,51613,0.4111
"9204",2012,"NY","20","Robert J. Dieterich","R",0,79102,0.2661
"9205",2012,"CO","4","Cory Gardner","R",1,200006,0.5842
"9206",2012,"CO","5","George Allen Cantrell","I",0,6,0
"9207",2012,"TX","1","Shirley J. McKellar","D",0,67222,0.2693
"9209",2012,"GA","3","Lynn Westmoreland","R",1,232380,0.9995
"9210",2012,"MT","0","Kim Gillan","D",0,204939,0.4272
"9211",2012,"NY","6","Grace Meng","D",0,107507,0.654
"9212",2012,"WI","2","Joe Kopsick","I",0,6,0
"9213",2012,"ME","S","Charles E., Jr. Summers","R",0,215399,0.3074
"9215",2012,"MD","S","S. Rob Sobhani","I",0,430934,0.1637
"9217",2012,"PA","16","Joseph R. Pitts","R",1,156192,0.5485
"9223",2012,"WI","5","Dave Heaster","D",0,118478,0.3205
"9224",2012,"OK","4","RJ Harris","I",0,11745,0.0451
"9225",2012,"CA","25","Lee C. Rogers","D",0,106982,0.4522
"9227",2012,"TN","2","Greg Samples","I",0,4382,0.0166
"9228",2012,"TN","5","Sean Puckett","I",0,12,0
"9229",2012,"MS","1","Alan Nunnelee","R",1,186760,0.6041
"9230",2012,"TN","S","Mark E. Clayton","D",0,705882,0.3041
"9232",2012,"MN","2","Mike Obermueller","D",0,164338,0.4585
"9233",2012,"MI","12","Richard J. Secula","I",0,9867,0.0309
"9235",2012,"SC","7","Gloria Bromell Tinubu","D",0,114594,0.4156
"9238",2012,"PA","6","Manan M. Trivedi","D",0,143803,0.4286
"9239",2012,"RI","S","Benjamin Barrett, III Hinckley","R",0,146222,0.3497
"9240",2012,"NV","2","Michael L. Haines","I",0,11166,0.0397
"9244",2012,"TN","S","Allen Hoenicke","I",0,5,0
"9245",2012,"CA","30","Howard L. Berman","D",1,98395,0.397
"9246",2012,"TX","2","Kenneth Duncan","I",0,4140,0.0168
"9247",2012,"TX","35","Ross Lynn Leone","I",0,4082,0.0247
"9248",2012,"TN","2","Norris Dryer","D",0,5733,0.0217
"9250",2012,"NJ","7","Leonard Lance","R",1,175704,0.5716
"9251",2012,"NJ","2","David W., Sr. Bowen","I",0,1010,0.0035
"9254",2012,"AR","1","Scott Ellington","D",0,96601,0.3913
"9255",2012,"GA","1","Lesli Rae Messinger","D",0,92399,0.3702
"9256",2012,"OH","S","Scott A. Rupert","I",0,250617,0.046
"9258",2012,"TX","S","David B. Collins","D",0,67404,0.0086
"9260",2012,"PA","S","Rayburn Douglas Smith","I",0,96926,0.0172
"9261",2012,"LA","5","""Ron"" Ceasar","I",0,37486,0.1441
"9262",2012,"NM","3","Jefferson L. Byrd","R",0,97616,0.3688
"9266",2012,"CA","49","Darrell Issa","R",1,159725,0.5816
"9267",2012,"WA","7","Jim McDermott","D",1,298368,0.7965
"9268",2012,"KY","1","Charles Kendall Hatchett","D",0,87199,0.3037
"9269",2012,"CA","28","Phil Jennerjahn","R",0,58008,0.2351
"9270",2012,"NJ","4","Brian P. Froelich","D",0,107992,0.3526
"9271",2012,"NC","4","Tim D'Annunzio","R",0,88951,0.2553
"9272",2012,"CA","42","Michael Williamson","D",0,84702,0.3941
"9275",2012,"IN","S","Andrew ""Andy"" Horning","I",0,145282,0.0567
"9276",2012,"CO","3","Scott R. Tipton","R",1,185291,0.5331
"9278",2012,"NY","9","Vivia M. Morgan","D",0,2991,0.014
"9279",2012,"NC","9","Robert Pittenger","R",0,194537,0.5178
"9280",2012,"NH","1","Frank C. Guinta","R",1,158659,0.4599
"9282",2012,"WI","2","Mark Pocan","D",0,265422,0.679
"9284",2012,"FL","3","J.R. Gaillot","D",0,102468,0.3246
"9287",2012,"MD","7","Ty Glen Busch","I",0,10,0
"9288",2012,"IL","16","Wanda Rohl","D",0,112301,0.3819
"9293",2012,"TN","7","Wm. Ryan Akin","I",0,2740,0.0106
"9294",2012,"CA","53","Susan A. Davis","D",1,164825,0.6143
"9296",2012,"IA","4","Steve King","R",1,200063,0.5294
"9298",2012,"PA","2","Chaka Fattah","D",1,318176,0.8928
"9299",2012,"IL","13","Rodney Davis","R",0,137034,0.4655
"9301",2012,"OR","5","Christina Jean Lugo","D",0,7516,0.0229
"9302",2012,"TN","S","Jacob Maurer","I",0,409,2e-04
"9303",2012,"OK","1","Craig Allen","I",0,12807,0.0449
"9304",2012,"NY","3","Stephen A. Labate","R",0,98614,0.361
"9307",2012,"AK","0","Don Young","R",1,185296,0.6394
"9308",2012,"AZ","1","Ann Kirkpatrick","D",0,122774,0.488
"9309",2012,"CA","41","Mark Takano","D",0,103578,0.5897
"9310",2012,"FL","5","Eileen Fleming","I",0,7978,0.0296
"9311",2012,"MN","8","Chip Cravaack","R",1,160520,0.4539
"9314",2012,"MI","S","Richard A. Matkin","R",0,26038,0.0056
"9315",2012,"OK","2","Markwayne Mullin","R",0,143701,0.5734
"9316",2012,"WY","0","Cynthia M. Lummis","R",1,166452,0.6889
"9318",2012,"MN","7","Adam Steele","I",0,15298,0.0467
"9322",2012,"WI","8","Reid J. Ribble","R",1,198874,0.5595
"9324",2012,"NY","S","Wendy Long","R",0,1758702,0.2633
"9325",2012,"CO","5","Kenneth R. Harvell","R",0,13212,0.043
"9328",2012,"IL","10","Robert Dold","R",1,130564,0.4937
"9331",2012,"WV","S","Joe, III Manchin","D",1,399898,0.6057
"9332",2012,"NY","25","Maggie Brooks","R",0,109292,0.3487
"9333",2012,"ID","2","Mike Simpson","R",1,207412,0.6512
"9334",2012,"VA","11","Joe F. Jr. Galdo","D",0,2195,0.0066
"9335",2012,"TN","6","Rachel Robinson","I",0,455,0.0019
"9341",2012,"CA","21","David G. Valadao","R",0,67164,0.5776
"9343",2012,"MA","6","Richard R. Tisei","R",0,176612,0.4712
"9345",2012,"ND","S","Heidi Heitkamp","D",0,161163,0.5023
"9346",2012,"TX","19","Randy Neugebauer","R",1,163239,0.8499
"9347",2012,"OK","1","John Olson","D",0,91421,0.3204
"9349",2012,"MI","6","Jason Gatties","R",0,2591,0.0081
"9350",2012,"AZ","4","Raul Gosar","R",1,162907,0.6683
"9352",2012,"KS","1","Tim Huelskamp","R",1,211337,1
"9353",2012,"MI","14","Leonard Schwartz","I",0,3968,0.0121
"9354",2012,"MD","1","Wendy Rosen","D",0,92812,0.2748
"9357",2012,"TN","3","Lady J Jean Howard-Hill","I",0,62,2e-04
"9359",2012,"CO","6","Kathy Polhemus","I",0,13442,0.0392
"9361",2012,"MI","S","Daniel Holloway","I",0,10,0
"9362",2012,"IA","3","Tom Latham","R",1,202000,0.5222
"9363",2012,"IL","8","Tammy Duckworth","D",0,123206,0.5474
"9364",2012,"CA","47","Gary DeLong","R",0,99919,0.4344
"9365",2012,"NJ","S","Joe Kyrillos","R",0,1329405,0.3939
"9366",2012,"IL","2","Brian Woodworth","R",0,69115,0.2322
"9368",2012,"NJ","6","Anna Little","R",0,84360,0.352
"9369",2012,"FL","4","Gary Koniz","I",0,246,8e-04
"9370",2012,"MO","S","Todd Akin","R",0,1066159,0.3911
"9371",2012,"MI","7","Ken Proctor","I",0,8088,0.0254
"9374",2012,"IL","3","Daniel William Lipinski","D",1,168738,0.6848
"9375",2012,"TN","3","Chuck Fleischmann","R",1,157830,0.6143
"9379",2012,"NV","4","Danny Tarkanian","R",0,101261,0.4211
"9380",2012,"CA","9","Ricky Gill","R",0,94704,0.4445
"9382",2012,"TX","23","Ed Scharf","D",0,2105,0.011
"9386",2012,"FL","26","Joe Garcia","D",0,135694,0.5364
"9388",2012,"NJ","S","Gregory Pason","D",0,2256,7e-04
"9389",2012,"MN","5","Keith Ellison","D",1,262102,0.7447
"9392",2012,"OH","7","Joyce R. Healy-Abrams","D",0,137708,0.436
"9393",2012,"WA","4","Doc Hastings","R",1,154749,0.6622
"9397",2012,"IL","11","Bill Foster","D",0,148928,0.5857
"9398",2012,"RI","1","Mickey Mouse","I",0,6,0
"9399",2012,"VT","S","Cris Ericson","I",0,5924,0.0202
"9401",2012,"NY","24","Ursula E. Rozum","D",0,22670,0.0774
"9402",2012,"TX","S","John Jay Myers","I",0,162354,0.0206
"9403",2012,"MS","S","Thomas Cramer","R",0,15281,0.0123
"9408",2012,"CA","17","Mike Honda","D",1,159392,0.7354
"9409",2012,"GA","7","Steve Reilly","D",0,95377,0.3784
"9410",2012,"TX","S","Paul Sadler","D",0,3194927,0.4062
"9412",2012,"FL","S","Lawrence Sidney Scott","I",0,18,0
"9415",2012,"NV","2","Russell Best","I",0,6051,0.0215
"9417",2012,"IN","8","Larry D. Bucshon","R",1,151533,0.5336
"9421",2012,"CA","22","Otto Lee","D",0,81555,0.3812
"9422",2012,"NY","7","James Murray","R",0,7971,0.0524
"9423",2012,"WA","10","Denny Heck","D",0,163036,0.5856
"9426",2012,"PA","16","James F. Bednarski","I",0,5154,0.0181
"9428",2012,"NV","4","Floyd Fitzgibbons","I",0,9389,0.039
"9429",2012,"CA","17","Evelyn Li","R",0,57336,0.2646
"9431",2012,"IL","14","Dennis Anderson","D",0,124351,0.4118
"9432",2012,"MS","S","Roger F. Wicker","R",1,709626,0.5716
"9433",2012,"NV","4","Steven A. Horsford","D",0,120501,0.5011
"9437",2012,"MA","7","Karla Romero","I",0,41199,0.1629
"9441",2012,"TX","2","Ted Poe","R",1,159664,0.6482
"9442",2012,"MO","4","Thomas Holbrook","I",0,10407,0.0327
"9444",2012,"NJ","2","Cassandra Shober","D",0,116463,0.4029
"9447",2012,"LA","2","Caleb Trotter","I",0,6791,0.0236
"9450",2012,"CT","1","S. Michael DeRosa","D",0,5477,0.0184
"9453",2012,"NY","10","Michael W. Chan","R",0,35538,0.1731
"9454",2012,"AZ","6","Jack Anderson","I",0,10167,0.0347
"9455",2012,"FL","18","Patrick Murphy","D",0,166257,0.5028
"9457",2012,"MD","6","John Delaney","D",0,181921,0.5877
"9458",2012,"TX","1","Clark Patterson","I",0,4114,0.0165
"9459",2012,"IA","4","Martin James Monroe","I",0,8124,0.0215
"9462",2012,"DE","S","Andrew Richard Groff","D",0,3191,0.008
"9463",2012,"MS","1","Chris Potts","I",0,2367,0.0077
"9464",2012,"TX","25","Roger Williams","R",0,154245,0.5844
"9468",2012,"CT","3","Hector W., Jr. Concepcion","I",0,1,0
"9469",2012,"NY","S","John Mangelli","I",0,22041,0.0033
"9470",2012,"MO","3","Eric C. Mayer","D",0,111189,0.3286
"9471",2012,"TX","S","Ted Cruz","R",0,4440137,0.5646
"9472",2012,"CA","52","Brian Bilbray","R",1,144459,0.4882
"9475",2012,"LA","1","M. V. ""Vinny"" Mendoza","D",0,61703,0.2125
"9477",2012,"UT","4","Jim L. Vein","I",0,6439,0.0263
"9479",2012,"NY","3","Anthony Tolda","R",0,367,0.0013
"9481",2012,"CO","7","Douglas ""Dayhorse"" Campbell","R",0,10296,0.0302
"9486",2012,"FL","12","Gus Michael Bilirakis","R",1,209604,0.6348
"9487",2012,"NY","1","Randy Altschuler","R",0,107226,0.3848
"9488",2012,"MN","6","Derek Henkels","I",0,1,0
"9489",2012,"NY","2","Vivianne C. Falcone","D",0,93932,0.3866
"9490",2012,"CT","1","John B. Larson","D",1,192840,0.6492
"9492",2012,"PA","11","Lou Barletta","R",1,166967,0.5854
"9496",2012,"TX","22","Pete Olson","R",1,160668,0.6403
"9497",2012,"MA","S","Elizabeth A. Warren","D",0,1696346,0.5374
"9502",2012,"WY","0","Richard P. Brubaker","I",0,8442,0.0349
"9504",2012,"AR","1","Jessica Paxton","I",0,6427,0.026
"9507",2012,"MO","7","Kenneth Joe Brown","I",0,9,0
"9508",2012,"KS","3","Joel Balam","I",0,92675,0.3155
"9510",2012,"MS","4","Steven M. Palazzo","R",1,182998,0.6411
"9512",2012,"CA","18","Anna G. Eshoo","D",1,212831,0.7049
"9513",2012,"PA","18","Lawrence Maggi","D",0,122146,0.3604
"9515",2012,"GA","5","John Lewis","D",1,234330,0.8439
"9518",2012,"CA","43","Maxine Waters","D",1,143123,0.7124
"9519",2012,"MI","5","David Davenport","I",0,6694,0.0203
"9521",2012,"LA","5","Rodney Alexander","R",1,202536,0.7783
"9524",2012,"OH","1","Steve Chabot","R",1,201907,0.5773
"9525",2012,"MS","1","Danny Bedwell","I",0,3584,0.0116
"9528",2012,"CT","2","Paul M. Formica","R",0,88103,0.2937
"9529",2012,"OH","6","Bill Johnson","R",1,164536,0.5325
"9531",2012,"WA","5","Rich Cowan","D",0,117512,0.3808
"9532",2012,"VA","3","Robert C. ""Bobby"" Scott","D",1,259199,0.8127
"9533",2012,"RI","S","Ron Paul","I",0,7,0
"9534",2012,"CA","8","Paul Cook","R",0,103093,0.5739
"9535",2012,"OR","5","Fred Thompson","R",0,139223,0.4245
"9536",2012,"IL","4","Hector Concepcion","R",0,27279,0.17
"9539",2012,"WI","2","Chad Lee","R",0,124683,0.319
"9540",2012,"TN","5","Brad Staats","R",0,86240,0.3278
"9547",2012,"WA","6","Derek Kilmer","D",0,186661,0.59
"9548",2012,"NY","11","Mark S. Murphy","D",0,87720,0.4438
"9549",2012,"MI","2","Ronald E. Graeser","R",0,3176,0.01
"9550",2012,"TN","6","Pat Riley","D",0,21633,0.0897
"9552",2012,"MI","11","Kerry Bentivolio","R",0,181788,0.5076
"9554",2012,"VA","8","J. Patrick Murray","R",0,107370,0.3057
"9557",2012,"GA","13","David Scott","D",1,201988,0.7174
"9558",2012,"NY","15","Jose E. Serrano","D",1,150243,0.9563
"9562",2012,"UT","2","Chris Stewart","R",0,154523,0.6217
"9563",2012,"KY","2","David Lynn Williams","D",0,89541,0.3172
"9565",2012,"CA","24","Lois Capps","D",1,156749,0.551
"9566",2012,"MA","4","David A. Rosa","I",0,10741,0.0297
"9568",2012,"CO","7","Buck Bailey","I",0,9148,0.0268
"9569",2012,"CA","13","Marilyn M. Singleton","I",0,38146,0.1322
"9574",2012,"CA","12","Nancy Pelosi","D",1,253709,0.8508
"9575",2012,"MA","9","Christopher Sheldon","R",0,116531,0.3215
"9576",2012,"IN","2","Brendan Mullen","D",0,130113,0.4758
"9577",2012,"TX","13","Mac Thornberry","R",1,187775,0.9098
"9578",2012,"VA","1","G. Gail Parker","I",0,8308,0.0233
"9579",2012,"MO","7","Jim Evans","D",0,98498,0.309
"9580",2012,"OR","3","Michael Cline","I",0,6640,0.0187
"9582",2012,"MD","1","Michael Calpino","I",0,71,2e-04
"9585",2012,"NJ","5","Adam Gussen","D",0,130102,0.4274
"9586",2012,"WI","S","Allen Y.U., III Nimrod","I",0,16455,0.0055
"9589",2012,"SC","1","Keith Blandford","I",0,6334,0.0218
"9592",2012,"CO","3","Jaime McMillan","I",0,26,1e-04
"9594",2012,"MA","5","Edward J. Markey","D",1,257490,0.7549
"9595",2012,"NY","16","Joseph Diaferia","D",0,2974,0.0126
"9596",2012,"AR","2","Chris Hayes","I",0,6701,0.0234
"9601",2012,"NY","16","Joseph McLaughlin","R",0,53935,0.228
"9602",2012,"OK","5","Robert T. Murphy","I",0,5176,0.0198
"9608",2012,"NM","S","Jon R. Barrie","I",0,28199,0.0363
"9610",2012,"AZ","2","Martha McSally","R",0,144884,0.4957
"9616",2012,"NY","27","Kathy C. Hochul","D",1,140008,0.4409
"9620",2012,"FL","25","Stanley Blumenthal","I",0,31664,0.1581
"9621",2012,"MI","13","John, Jr. Conyers","D",1,235336,0.8279
"9622",2012,"NE","S","Deb Fischer","R",0,455593,0.5777
"9623",2012,"IL","18","Aaron Schock","R",1,244467,0.7416
"9625",2012,"VA","9","Anthony J. Flaccavento","D",0,116400,0.3859
"9626",2012,"IA","2","Dave Loebsack","D",1,211863,0.5557
"9627",2012,"AL","4","Daniel H. Boman","D",0,69706,0.259
"9628",2012,"NY","20","Paul D. Tonko","D",1,181093,0.6091
"9629",2012,"TX","10","Richard Priest","I",0,8526,0.0323
"9631",2012,"CA","20","Jeff Taylor","R",0,60566,0.2593
"9632",2012,"AZ","7","Joe Cobb","I",0,23338,0.1826
"9638",2012,"MI","5","Daniel T. Kildee","D",0,214531,0.6498
"9639",2012,"MO","2","Anatol Zorikova","R",0,2012,0.0051
"9642",2012,"AL","7","Don Chamberlain","R",0,73835,0.2409
"9645",2012,"MI","14","Douglas Campbell","D",0,2979,0.0091
"9647",2012,"CT","S","Jeff Russell","I",0,40,0
"9650",2012,"NJ","3","Robert Edward Forchion","I",0,1956,0.006
"9652",2012,"NY","27","Chris Collins","R",0,137250,0.4322
"9653",2012,"KS","4","Thomas Jefferson","I",0,16058,0.062
"9654",2012,"OK","3","William M. Sanders","I",0,12787,0.0477
"9656",2012,"CA","45","Sukhee Kang","D",0,121814,0.4154
"9659",2012,"KY","4","William R. ""Bill"" Adkins","D",0,104734,0.3498
"9661",2012,"FL","13","Jessica Ehrlich","D",0,139742,0.4243
"9667",2012,"IL","6","Leslie Coolidge","D",0,132991,0.4078
"9668",2012,"WI","4","Gwen Moore","D",1,235257,0.7221
"9672",2012,"NY","10","Jerrold L. Nadler","D",1,156619,0.7627
"9673",2012,"MS","2","Bill Marcy","R",0,99160,0.3096
"9675",2012,"TX","12","Dave Robinson","D",0,66080,0.2668
"9677",2012,"MO","2","Bill Slantz","I",0,9193,0.0233
"9680",2012,"MA","8","Stephen F. Lynch","D",1,263999,0.7612
"9681",2012,"MS","1","Brad Morris","D",0,114076,0.369
"9682",2012,"OH","1","Jeff Sinnard","D",0,131490,0.376
"9684",2012,"MI","6","Fred Upton","R",1,174955,0.5459
"9686",2012,"NJ","8","Stephen DeLuca","I",0,1710,0.0102
"9691",2012,"TX","27","Blake Farenthold","R",1,120684,0.5675
"9693",2012,"WA","2","Rick Larsen","D",1,184826,0.6114
"9698",2012,"NH","2","Charles Bass","R",1,152977,0.4534
"9701",2012,"TX","31","Stephen M. Wyman","D",0,82977,0.3498
"9703",2012,"NM","S","Robert L. Anderson","I",0,617,8e-04
"9706",2012,"NJ","S","Eugene Martin Lavergne","I",0,2201,7e-04
"9708",2012,"WA","6","Bill Driscoll","R",0,129725,0.41
"9709",2012,"PA","5","Glenn Thompson","R",1,177740,0.6292
"9712",2012,"FL","7","Jason H. Kendall","D",0,130479,0.4129
"9714",2012,"TX","31","John R. Carter","R",1,145348,0.6128
"9715",2012,"NC","13","George Holding","R",0,210495,0.568
"9716",2012,"PA","13","Joseph James Rooney","R",0,93918,0.3091
"9717",2012,"KY","2","Andrew R. Beacham","I",0,6304,0.0223
"9719",2012,"OR","1","Bob Ekstrom","R",0,8918,0.0269
"9721",2012,"FL","S","Connie Mack","R",0,3458267,0.4223
"9722",2012,"CO","6","Joe Miklosi","D",0,156937,0.4577
"9724",2012,"TX","29","James Stanczak","I",0,4996,0.0523
"9728",2012,"NY","2","Peter T. King","R",1,116363,0.479
"9729",2012,"AZ","1","Kim Allen","I",0,15227,0.0605
"9730",2012,"PA","11","Gene Stilp","D",0,118231,0.4146
"9732",2012,"CA","15","Eric Swalwell","D",0,120388,0.5211
"9734",2012,"TN","S","Mary D. Wright","I",0,2,0
"9736",2012,"IL","5","Dan Schmitt","R",0,77289,0.2859
"9738",2012,"AL","2","Martha Roby","R",1,180591,0.636
"9739",2012,"SC","3","Jeff Duncan","R",1,169512,0.6654
"9741",2012,"NC","5","Virginia Foxx","R",1,200945,0.5754
"9742",2012,"GA","4","Henry C. ""Hank"" Johnson","D",1,208861,0.7355
"9743",2012,"WA","10","Richard (Dick) Muri","R",0,115381,0.4144
"9746",2012,"HI","2","Tulsi Gabbard","D",0,168503,0.8054
"9749",2012,"NY","7","Nydia M. Velazquez","D",1,134802,0.8862
"9753",2012,"FL","12","Jonathan Michael Snow","D",0,108770,0.3294
"9754",2012,"OH","1","Jim Berns","I",0,9674,0.0277
"9757",2012,"WA","S","Maria Cantwell","D",1,1855493,0.6045
"9758",2012,"NY","9","Yvette D. Clarke","D",1,178168,0.8348
"9759",2012,"OH","14","Erick Donald Robinson","I",0,0,0
"9760",2012,"NJ","6","Herbert L. Tarbous","I",0,406,0.0017
"9761",2012,"FL","5","Corrine Brown","D",1,190472,0.7077
"9763",2012,"DE","S","Thomas R. Carper","D",1,265415,0.6642
"9764",2012,"MI","1","Emily Salvette","I",0,10630,0.0306
"9766",2012,"WI","8","Jamie Wall","D",0,156287,0.4397
"9767",2012,"NJ","8","Maria Karczewski","R",0,31767,0.1893
"9768",2012,"GA","11","Patrick Thompson","D",0,90353,0.3144
"9769",2012,"CA","44","Janice Hahn","D",1,99909,0.6022
"9770",2012,"AZ","1","Jonathan Paton","R",0,113594,0.4515
"9771",2012,"AZ","S","Marc Victor","I",0,102109,0.0455
"9773",2012,"MI","11","Steven Paul Duke","D",0,4569,0.0128
"9779",2012,"PA","16","Aryanna C. Strader","D",0,111185,0.3904
"9780",2012,"WY","S","Joel Otto","I",0,6176,0.0252
"9782",2012,"TX","24","Kenny E. Marchant","R",1,148586,0.6102
"9786",2012,"TN","9","George S., Jr. Flinn","R",0,59742,0.238
"9789",2012,"MI","S","Pete Hoekstra","R",0,1767386,0.3798
