CID,Name,Party,Cycle,Industry,Industry Code,Total,PACs,Individuals,Origin,Last Updated,Source,,,,,,,
N00026586,Joe Donnelly,D,2014,Lawyers/Law Firms,K01,742365,39500,702865,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00026586&cycle=2014,,,,,,,
N00033177,Tim Kaine,D,2014,Securities & Investment,F07,732416,21500,710916,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00033177&cycle=2014,,,,,,,
N00024852,John Cornyn,R,2014,Retired,W06,731317,0,731317,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00024852&cycle=2014,,,,,,,
N00031685,Richard Blumenthal,D,2014,Lawyers/Law Firms,K01,722976,66500,656476,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00031685&cycle=2014,,,,,,,
N00024852,John Cornyn,R,2014,Lawyers/Law Firms,K01,721932,175300,546632,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00024852&cycle=2014,,,,,,,
N00001093,Charles E. Schumer,D,2014,Lobbyists,K02,718013,11420,706593,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00001093&cycle=2014,,,,,,,
N00030608,Michael F. Bennet,D,2014,Retired,W06,713520,0,713520,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00030608&cycle=2014,,,,,,,
N00003675,John Boehner,R,2014,Real Estate,F10,711766,49500,662266,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00003675&cycle=2014,,,,,,,
N00009920,Richard C. Shelby,R,2014,Securities & Investment,F07,710738,254400,456338,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00009920&cycle=2014,,,,,,,
N00032838,Joe Manchin,D,2014,Lawyers/Law Firms,K01,709103,87400,621703,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00032838&cycle=2014,,,,,,,
N00002593,Johnny Isakson,R,2014,Real Estate,F10,708562,123500,585062,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00002593&cycle=2014,,,,,,,
N00030245,Bill Cassidy,R,2014,Securities & Investment,F07,704084,2500,701584,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00030245&cycle=2014,,,,,,,
N00030780,Cory Gardner,R,2014,Oil & Gas,E01,697049,270700,426349,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00030780&cycle=2014,,,,,,,
N00012539,Mark Kirk,R,2014,Health Professionals,H01,696638,357150,339488,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00012539&cycle=2014,,,,,,,
N00003682,Rob Portman,R,2014,Lobbyists,K02,695373,14950,680423,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00003682&cycle=2014,,,,,,,
N00000699,Robert Menendez,D,2014,Securities & Investment,F07,692801,137800,555001,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00000699&cycle=2014,,,,,,,
N00007836,Maria Cantwell,D,2014,Retired,W06,690366,0,690366,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00007836&cycle=2014,,,,,,,
N00032838,Joe Manchin,D,2014,Mining,E04,683698,150498,533200,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00032838&cycle=2014,,,,,,,
N00001093,Charles E. Schumer,D,2014,Misc Finance,F13,681200,36100,645100,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00001093&cycle=2014,,,,,,,
N00006692,Barbara Boxer,D,2014,TV/Movies/Music,B02,680827,52800,628027,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00006692&cycle=2014,,,,,,,
N00007724,Ron Wyden,D,2014,Health Professionals,H01,679990,367055,312935,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00007724&cycle=2014,,,,,,,
N00003675,John Boehner,R,2014,Oil & Gas,E01,679589,192000,487589,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00003675&cycle=2014,,,,,,,
N00013131,Eric Cantor,R,2014,Securities & Investment,F07,678942,120603,558339,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00013131&cycle=2014,,,,,,,
N00027566,Christopher S. Murphy,D,2014,Securities & Investment,F07,673570,81000,592570,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00027566&cycle=2014,,,,,,,
N00001489,Pat Toomey,R,2014,Business Services,N05,673550,18000,655550,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00001489&cycle=2014,,,,,,,
N00006561,Tom Udall,D,2014,Lawyers/Law Firms,K01,670753,86147,584606,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00006561&cycle=2014,,,,,,,
N00027658,Kirsten Gillibrand,D,2014,Misc Finance,F13,667736,16600,651136,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00027658&cycle=2014,,,,,,,
N00009573,Jeff Flake,R,2014,Retired,W06,660743,0,660743,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00009573&cycle=2014,,,,,,,
N00001093,Charles E. Schumer,D,2014,Insurance,F09,659950,294900,365050,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00001093&cycle=2014,,,,,,,
N00000699,Robert Menendez,D,2014,Health Professionals,H01,659910,139500,520410,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00000699&cycle=2014,,,,,,,
N00007724,Ron Wyden,D,2014,Securities & Investment,F07,659350,134500,524850,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00007724&cycle=2014,,,,,,,
N00001489,Pat Toomey,R,2014,Insurance,F09,658420,325400,333020,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00001489&cycle=2014,,,,,,,
N00003389,Mitch McConnell,R,2014,Lobbyists,K02,657535,31144,626391,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00003389&cycle=2014,,,,,,,
N00003535,Sherrod Brown,D,2014,Health Professionals,H01,655677,259300,396377,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00003535&cycle=2014,,,,,,,
N00005195,Roy Blunt,R,2014,Retired,W06,652949,0,652949,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00005195&cycle=2014,,,,,,,
N00031685,Richard Blumenthal,D,2014,Securities & Investment,F07,652697,36100,616597,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00031685&cycle=2014,,,,,,,
N00003389,Mitch McConnell,R,2014,Misc Finance,F13,651755,56000,595755,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00003389&cycle=2014,,,,,,,
N00004118,Debbie Stabenow,D,2014,Lawyers/Law Firms,K01,650326,153035,497291,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00004118&cycle=2014,,,,,,,
N00027441,Bob Corker,R,2014,Real Estate,F10,649900,112100,537800,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00027441&cycle=2014,,,,,,,
N00009659,David Vitter,R,2014,Oil & Gas,E01,648550,229200,419350,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00009659&cycle=2014,,,,,,,
N00028138,Brian Schatz,D,2014,Lawyers/Law Firms,K01,647053,55676,591377,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00028138&cycle=2014,,,,,,,
N00030245,Bill Cassidy,R,2014,Oil & Gas,E01,646703,110000,536703,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00030245&cycle=2014,,,,,,,
N00004367,Tammy Baldwin,D,2014,Lawyers/Law Firms,K01,646424,28350,618074,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00004367&cycle=2014,,,,,,,
N00027658,Kirsten Gillibrand,D,2014,Business Services,N05,645119,45400,599719,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00027658&cycle=2014,,,,,,,
N00005195,Roy Blunt,R,2014,Leadership PACs,Q03,643269,643269,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00005195&cycle=2014,,,,,,,
N00033782,Heidi Heitkamp,D,2014,Lawyers/Law Firms,K01,642478,67161,575317,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00033782&cycle=2014,,,,,,,
N00009975,Lindsey Graham,R,2014,Retired,W06,641805,0,641805,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00009975&cycle=2014,,,,,,,
N00030836,Rand Paul,R,2014,Retired,W06,638704,0,638704,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00030836&cycle=2014,,,,,,,
N00029835,Martin Heinrich,D,2014,Lawyers/Law Firms,K01,637791,58925,578866,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00029835&cycle=2014,,,,,,,
N00035267,Cory Booker,D,2014,TV/Movies/Music,B02,637400,27500,609900,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00035267&cycle=2014,,,,,,,
N00024790,Jeanne Shaheen,D,2014,Retired,W06,627789,0,627789,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00024790&cycle=2014,,,,,,,
N00030608,Michael F. Bennet,D,2014,Real Estate,F10,626995,99000,527995,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00030608&cycle=2014,,,,,,,
N00000699,Robert Menendez,D,2014,Lobbyists,K02,623722,27360,596362,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00000699&cycle=2014,,,,,,,
N00009918,Patrick Leahy,D,2014,Lawyers/Law Firms,K01,622225,104530,517695,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00009918&cycle=2014,,,,,,,
N00008051,Mark Udall,D,2014,Environment,Q11,619370,57782,561588,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00008051&cycle=2014,,,,,,,
N00027605,Jon Tester,D,2014,Lobbyists,K02,613774,18105,595669,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00027605&cycle=2014,,,,,,,
N00033492,Elizabeth Warren,D,2014,Securities & Investment,F07,611750,5000,606750,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00033492&cycle=2014,,,,,,,
N00028139,Mazie K. Hirono,D,2014,Lawyers/Law Firms,K01,607419,44250,563169,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00028139&cycle=2014,,,,,,,
N00008051,Mark Udall,D,2014,Lobbyists,K02,606973,19440,587533,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00008051&cycle=2014,,,,,,,
N00003389,Mitch McConnell,R,2014,Commercial Banks,F03,606489,214350,392139,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00003389&cycle=2014,,,,,,,
N00003535,Sherrod Brown,D,2014,Education,W04,604227,4000,600227,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00003535&cycle=2014,,,,,,,
N00030245,Bill Cassidy,R,2014,Leadership PACs,Q03,602162,602162,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00030245&cycle=2014,,,,,,,
N00012539,Mark Kirk,R,2014,Real Estate,F10,599219,23800,575419,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00012539&cycle=2014,,,,,,,
N00027658,Kirsten Gillibrand,D,2014,Insurance,F09,597466,310416,287050,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00027658&cycle=2014,,,,,,,
N00029016,Al Franken,D,2014,TV/Movies/Music,B02,596400,30504,565896,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00029016&cycle=2014,,,,,,,
N00009926,Bill Nelson,D,2014,Real Estate,F10,594936,56500,538436,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00009926&cycle=2014,,,,,,,
N00007876,Patty Murray,D,2014,Lobbyists,K02,594709,21987,572722,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00007876&cycle=2014,,,,,,,
N00033054,Steven Daines,R,2014,Retired,W06,593829,0,593829,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00033054&cycle=2014,,,,,,,
N00008051,Mark Udall,D,2014,Real Estate,F10,591363,70500,520863,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00008051&cycle=2014,,,,,,,
N00033085,Ted Cruz,R,2014,Real Estate,F10,589435,24000,565435,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00033085&cycle=2014,,,,,,,
N00004118,Debbie Stabenow,D,2014,Securities & Investment,F07,586770,174250,412520,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00004118&cycle=2014,,,,,,,
N00031820,Chris Coons,D,2014,Leadership PACs,Q03,586400,586400,0,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00031820&cycle=2014,,,,,,,
N00007364,Dianne Feinstein,D,2014,Lawyers/Law Firms,K01,579079,142500,436579,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00007364&cycle=2014,,,,,,,
N00024852,John Cornyn,R,2014,Real Estate,F10,576924,82000,494924,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00024852&cycle=2014,,,,,,,
N00007836,Maria Cantwell,D,2014,Lobbyists,K02,576082,250,575832,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00007836&cycle=2014,,,,,,,
N00004357,Paul Ryan,R,2014,Securities & Investment,F07,571953,134100,437853,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00004357&cycle=2014,,,,,,,
N00000270,Ed Markey,D,2014,Environment,Q11,569471,34949,534522,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00000270&cycle=2014,,,,,,,
N00005395,Mary L. Landrieu,D,2014,Lobbyists,K02,564577,36543,528034,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00005395&cycle=2014,,,,,,,
N00002097,Mark Warner,D,2014,Insurance,F09,563950,319500,244450,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00002097&cycle=2014,,,,,,,
N00009922,Harry Reid,D,2014,Business Services,N05,563855,67000,496855,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00009922&cycle=2014,,,,,,,
N00029617,Kay R. Hagan,D,2014,Securities & Investment,F07,563276,235833,327443,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00029617&cycle=2014,,,,,,,
N00026050,Lisa Murkowski,R,2014,Electric Utilities,E08,561096,453750,107346,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00026050&cycle=2014,,,,,,,
N00002221,Richard Burr,R,2014,Retired,W06,558456,0,558456,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00002221&cycle=2014,,,,,,,
N00004367,Tammy Baldwin,D,2014,Democratic/Liberal,Q02,556292,173765,382527,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00004367&cycle=2014,,,,,,,
N00003535,Sherrod Brown,D,2014,Real Estate,F10,555862,51000,504862,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00003535&cycle=2014,,,,,,,
N00031685,Richard Blumenthal,D,2014,Retired,W06,554441,0,554441,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00031685&cycle=2014,,,,,,,
N00000699,Robert Menendez,D,2014,Retired,W06,552670,0,552670,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00000699&cycle=2014,,,,,,,
N00005195,Roy Blunt,R,2014,Lawyers/Law Firms,K01,551882,174488,377394,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00005195&cycle=2014,,,,,,,
N00000528,Bernie Sanders,I,2014,Retired,W06,551337,0,551337,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00000528&cycle=2014,,,,,,,
N00026050,Lisa Murkowski,R,2014,Oil & Gas,E01,550531,335900,214631,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00026050&cycle=2014,,,,,,,
N00027694,Claire McCaskill,D,2014,Securities & Investment,F07,550434,43500,506934,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00027694&cycle=2014,,,,,,,
N00003675,John Boehner,R,2014,Mining,E04,549748,46150,503598,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00003675&cycle=2014,,,,,,,
N00033177,Tim Kaine,D,2014,Real Estate,F10,549044,5000,544044,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00033177&cycle=2014,,,,,,,
N00030612,Marco Rubio,R,2014,Misc Finance,F13,547634,3000,544634,Center for Responsive Politics,3/9/15,http://www.opensecrets.org/politicians/industries.php?cid=N00030612&cycle=2014,,,,,,,
